Id,reference
0,28.03261
1,21.571434
2,22.124711
3,19.803606
4,6.921473
5,4.605243
6,1.155863
7,4.045045
8,13.922914
9,16.128939
10,9.028175
11,4.880092
12,2.301168
13,13.578828
14,13.457349
15,4.148384
16,4.930789
17,9.535635
18,5.419609
19,10.461376
20,5.504675
21,8.860538
22,1.642406
23,10.123116
24,7.640913
25,21.101687
26,10.72304
27,14.426142
28,1.605887
29,11.86434
30,13.679456
31,14.510251
32,13.360099
33,2.414513
34,15.279929
35,11.860922
36,14.327075
37,14.369151
38,27.506155
39,27.185327
40,28.627833
41,28.816312
42,19.399682
43,27.816336
44,14.007287
45,27.341764
46,17.441938
47,17.885151
48,28.655844
49,22.516555
50,28.882728
51,34.907869
52,30.375311
53,36.478438
54,35.199937
55,18.130096
56,36.819905
57,35.054083
58,18.138924
59,30.432105
60,34.644418
61,36.899516
62,20.855351
63,20.558558
64,20.888212
65,29.103469
66,13.604383
67,20.155525
68,12.715928
69,12.94707
70,20.803318
71,12.125363
72,14.479647
73,30.657046
74,29.632954
75,11.988722
76,12.425816
77,14.942102
78,18.277102
79,18.74302
80,15.930471
81,12.810857
82,21.752389
83,29.234501
84,19.99574
85,22.898277
86,22.109385
87,19.957128
88,23.325758
89,22.610937
90,19.844211
91,22.997884
92,18.767721
93,29.48182
94,33.929439
95,23.305918
96,30.542984
97,17.761873
98,35.438884
99,16.101787
100,17.123826
101,35.99761
102,22.90773
103,22.066096
104,21.408457
105,20.96404
106,20.758585
107,15.527989
108,20.421725
109,18.090319
110,36.556231
111,18.738372
112,15.574609
113,20.900708
114,21.105216
115,20.936143
116,13.491262
117,19.262671
118,18.310483
119,19.014279
120,32.967282
121,18.787727
122,19.953802
123,24.023308
124,20.959512
125,23.396279
126,21.79892
127,12.72831
128,24.166723
129,21.128179
130,15.593199
131,14.277746
132,20.382035
133,29.821887
134,25.528728
135,19.255836
136,20.860743
137,17.119051
138,13.114857
139,23.0001
140,22.072785
141,28.094025
142,14.910976
143,14.068722
144,26.15872
145,12.422334
146,10.832627
147,20.073973
148,11.418885
149,11.921833
150,25.709484
151,32.239514
152,26.763426
153,13.904014
154,27.993041
155,36.641331
156,10.875833
157,9.868951
158,16.311144
159,16.056837
160,38.839677
161,37.79359
162,22.047774
163,38.111168
164,36.524755
165,37.638443
166,39.25002
167,21.180398
168,24.078805
169,23.384412
170,38.049488
171,23.736103
172,15.956367
173,22.968562
174,22.464713
175,18.589541
176,24.942577
177,38.214557
178,22.641232
179,34.059569
180,27.909889
181,36.935465
182,28.181059
183,33.016554
184,22.873186
185,40.039167
186,24.331373
187,24.274385
188,25.000687
189,43.361971
190,26.203667
191,27.752421
192,41.989407
193,38.159939
194,40.128971
195,35.99356
196,36.814061
197,26.766705
198,45.048967
199,38.353651
200,38.060393
201,28.196145
202,39.07658
203,18.599585
204,18.789579
205,22.626281
206,30.878497
207,31.97464
208,30.518143
209,30.313993
210,19.101713
211,18.744554
212,28.614468
213,33.236669
214,23.440657
215,26.505998
216,19.809277
217,42.687825
218,28.323001
219,39.624623
220,31.263033
221,28.056854
222,24.109627
223,21.774015
224,38.738723
225,24.471181
226,28.459316
227,31.484907
228,39.502948
229,29.479364
230,29.739759
231,25.037528
232,25.227939
233,22.554574
234,19.878553
235,24.99434
236,27.292188
237,24.665294
238,18.815768
239,38.869721
240,39.949569
241,24.237223
242,25.998704
243,22.609651
244,21.997306
245,27.993086
246,31.046871
247,25.743318
248,21.989528
249,21.69017
250,21.693128
251,29.844358
252,23.999766
253,19.662827
254,21.950785
255,40.077549
256,30.781309
257,27.200158
258,41.971048
259,36.13581
260,36.990066
261,20.994882
262,24.392149
263,23.120816
264,39.707145
265,24.971512
266,36.047057
267,40.378321
268,24.329873
269,20.090891
270,20.135386
271,21.395849
272,36.887094
273,22.35029
274,41.990002
275,30.526523
276,24.4679
277,25.000419
278,22.465682
279,25.940654
280,23.318787
281,31.950517
282,22.835269
283,21.477015
284,19.582813
285,24.823237
286,21.844302
287,24.347365
288,39.551398
289,31.391626
290,38.134079
291,34.871644
292,44.010545
293,41.186543
294,40.946906
295,34.186736
296,43.890415
297,31.039942
298,37.835475
299,32.481101
300,43.515441
301,42.678341
302,41.312493
303,39.321252
304,30.746647
305,14.190059
306,14.945024
307,15.423498
308,15.366502
309,15.386292
310,14.967537
311,15.613662
312,15.439892
313,16.020303
314,15.105662
315,15.776305
316,14.610191
317,12.020369
318,10.851505
319,14.615307
320,8.807399
321,13.791565
322,17.209241
323,15.576694
324,14.806788
325,11.174318
326,15.539581
327,12.906899
