Id,reference
0,28.059845
1,21.099537
2,22.454677
3,19.576663
4,6.052159
5,4.636302
6,0.91658
7,3.858005
8,13.916414
9,16.009525
10,8.119399
11,3.890728
12,2.521405
13,13.656931
14,13.628024
15,3.939029
16,5.036829
17,8.871465
18,5.528246
19,10.289382
20,5.392585
21,8.527983
22,1.761477
23,10.120804
24,7.684913
25,21.282989
26,10.969743
27,14.552325
28,1.603056
29,11.992639
30,13.455293
31,14.367923
32,13.226672
33,2.193766
34,15.306043
35,11.941978
36,14.272099
37,14.411757
38,28.631541
39,28.657389
40,29.952887
41,30.055385
42,20.303315
43,29.265889
44,13.950596
45,28.706482
46,17.898744
47,19.081532
48,30.079951
49,22.462162
50,30.046923
51,34.825484
52,31.300498
53,36.271835
54,34.977113
55,19.351585
56,36.53789
57,34.948355
58,18.565333
59,31.261364
60,34.740188
61,36.726027
62,21.314762
63,20.790271
64,21.073492
65,29.697183
66,14.431687
67,20.690301
68,13.581461
69,14.026622
70,21.176209
71,13.08752
72,15.221198
73,30.709332
74,30.035801
75,13.281053
76,13.198093
77,16.175694
78,19.373263
79,19.737328
80,17.11378
81,14.161361
82,22.503292
83,29.300585
84,20.68247
85,23.792997
86,22.047127
87,20.718983
88,24.218571
89,23.431199
90,20.530114
91,23.951171
92,19.344996
93,29.814891
94,34.10213
95,22.872288
96,30.749395
97,18.210218
98,35.47116
99,16.490241
100,17.459491
101,35.963653
102,22.808478
103,21.896588
104,21.52435
105,21.053398
106,20.761575
107,15.835353
108,20.653781
109,17.9986
110,36.522541
111,20.068488
112,15.526065
113,20.672653
114,21.137184
115,21.221164
116,13.674924
117,19.324664
118,18.159558
119,19.174389
120,33.066865
121,18.970382
122,20.107371
123,24.347055
124,20.91415
125,23.788182
126,21.830171
127,13.074999
128,24.355064
129,21.30613
130,15.476072
131,14.443933
132,19.923408
133,29.958649
134,25.812882
135,19.14233
136,20.79604
137,17.427112
138,13.453157
139,23.219789
140,22.42353
141,28.154538
142,15.047412
143,14.448787
144,25.793911
145,13.258006
146,12.011199
147,21.329259
148,12.709228
149,13.34641
150,25.420096
151,32.489066
152,26.718699
153,15.126124
154,28.172747
155,36.8559
156,12.21878
157,11.216857
158,16.805257
159,16.357081
160,39.504618
161,38.06532
162,23.710211
163,38.616047
164,36.950266
165,38.611203
166,39.911104
167,22.429678
168,25.087492
169,23.240067
170,38.845191
171,23.832943
172,17.272
173,23.150516
174,22.659104
175,18.923064
176,24.834985
177,37.975611
178,24.324173
179,35.111689
180,27.64209
181,36.831828
182,27.889815
183,34.217451
184,24.350767
185,39.431009
186,25.559409
187,25.418456
188,25.99813
189,42.13818
190,27.346668
191,28.577413
192,40.894513
193,37.848088
194,39.944443
195,35.731154
196,36.520701
197,28.335833
198,45.094364
199,39.339721
200,39.036159
201,29.117372
202,39.687492
203,20.238436
204,20.040816
205,24.499125
206,30.584682
207,31.641298
208,30.882748
209,30.771886
210,20.598476
211,20.130079
212,28.600454
213,33.169124
214,23.526573
215,26.342382
216,20.15957
217,42.783203
218,29.577668
219,40.919926
220,32.596484
221,29.401877
222,25.679652
223,23.583657
224,39.920922
225,25.807929
226,28.357531
227,31.768083
228,40.837391
229,30.157986
230,29.582266
231,24.981345
232,26.317682
233,22.797098
234,21.046082
235,26.515199
236,26.988976
237,26.110947
238,19.545143
239,38.517026
240,40.220402
241,24.13838
242,27.246578
243,24.175238
244,23.060501
245,29.064586
246,31.503539
247,26.790106
248,23.043806
249,22.510598
250,22.431981
251,30.5494
252,25.273895
253,20.33729
254,22.7227
255,40.330726
256,32.049923
257,27.822641
258,41.686734
259,37.598245
260,38.457892
261,21.775703
262,24.923687
263,23.901123
264,40.717816
265,25.55687
266,37.575127
267,41.298778
268,24.890273
269,21.093436
270,20.571704
271,22.474126
272,38.301679
273,23.410468
274,42.101453
275,32.453689
276,25.753897
277,26.207726
278,23.451911
279,26.393053
280,24.430394
281,33.821289
282,24.179641
283,22.657212
284,20.524079
285,25.640192
286,22.152917
287,25.411736
288,39.436593
289,33.176346
290,38.002836
291,35.88503
292,43.947845
293,40.446141
294,41.257016
295,34.585042
296,43.267465
297,31.501439
298,37.760159
299,33.043042
300,42.913058
301,41.729962
302,41.387207
303,38.84264
304,31.570023
305,14.531237
306,14.871924
307,15.178415
308,15.713974
309,15.054691
310,14.68748
311,16.081942
312,15.155066
313,16.446931
314,14.793677
315,15.535202
316,14.449342
317,12.907012
318,10.579165
319,14.664399
320,8.736716
321,14.203818
322,17.61696
323,16.035191
324,15.293433
325,12.124352
326,15.110994
327,13.624929
328,16.11233
329,14.91184
330,14.940322
331,15.468857
332,7.69933
333,18.136844
334,9.880112
335,9.637851
336,11.032403
337,10.391334
338,11.843485
339,12.572393
340,19.030605
341,10.623147
342,14.07793
343,12.991599
344,7.541918
345,12.809785
346,18.938969
347,9.589343
348,10.007503
349,13.632988
350,15.768145
351,14.109231
352,12.955518
353,15.535228
354,12.346759
355,20.885492
356,21.340986
357,15.59904
358,9.72898
359,9.967558
360,16.89177
361,19.597651
362,20.492334
363,22.985219
364,20.418802
365,9.384484
366,8.97208
367,14.037808
368,9.472037
369,13.497183
370,10.142226
371,23.630757
372,13.036404
373,23.493024
374,24.689336
375,10.565426
376,13.539515
377,14.069889
378,13.318998
379,9.48746
380,13.489525
381,14.882721
382,14.232776
383,12.870871
384,14.421397
385,17.212545
386,7.86479
387,22.920742
388,14.036354
389,20.706487
390,7.56573
391,7.650244
392,7.48605
393,9.066218
394,9.236293
395,9.226667
