Id,reference
0,28.138403
1,22.010922
2,21.915012
3,19.974421
4,8.482459
5,4.618675
6,2.419057
7,4.486675
8,14.179066
9,16.456324
10,10.687169
11,7.039447
12,2.075167
13,13.704273
14,13.50562
15,4.649435
16,4.544186
17,10.703524
18,5.078883
19,11.118807
20,5.860299
21,9.473422
22,1.991052
23,10.712994
24,8.040413
25,21.347714
26,11.19086
27,14.637615
28,2.187676
29,12.366001
30,14.321399
31,15.176311
32,14.17512
33,3.379704
34,15.999958
35,12.675557
36,15.089163
37,15.021539
38,26.939569
39,26.361773
40,27.879026
41,28.311869
42,18.208687
43,26.894159
44,14.498407
45,26.274923
46,17.217618
47,16.417383
48,27.551093
49,21.604779
50,28.025536
51,35.289108
52,29.866014
53,36.825923
54,35.781489
55,16.462711
56,37.557736
57,35.575063
58,17.1373
59,30.450684
60,34.954987
61,37.449148
62,20.601559
63,20.657775
64,20.987767
65,29.632963
66,13.295207
67,19.884426
68,12.272615
69,12.273772
70,20.617979
71,11.805004
72,14.239619
73,32.166607
74,30.572785
75,10.978632
76,12.15323
77,13.831127
78,17.140016
79,17.77334
80,14.839637
81,11.582735
82,20.898867
83,30.605615
84,19.235658
85,21.672108
86,22.264517
87,18.999231
88,22.059161
89,21.468712
90,18.949075
91,21.576818
92,18.101209
93,30.220447
94,34.92269
95,24.099381
96,31.402051
97,17.323856
98,36.517123
99,15.435255
100,16.333212
101,36.876222
102,23.27513
103,22.614126
104,21.515875
105,21.067077
106,20.319085
107,15.241727
108,19.437275
109,18.379742
110,37.538655
111,17.128019
112,15.745229
113,21.321012
114,21.386836
115,19.806676
116,13.286177
117,19.509621
118,18.534817
119,19.466966
120,33.656599
121,19.15788
122,18.979123
123,23.232927
124,21.478791
125,22.404778
126,21.1708
127,12.372384
128,23.913048
129,21.413691
130,15.515328
131,14.220179
132,21.203819
133,30.335682
134,25.24498
135,19.609661
136,21.487974
137,16.462368
138,12.80617
139,22.624025
140,21.43511
141,28.649774
142,14.348412
143,13.307374
144,27.274025
145,11.450008
146,9.257842
147,18.931437
148,9.639795
149,9.885495
150,26.839142
151,32.523844
152,27.588667
153,12.133799
154,28.608286
155,36.417127
156,9.376766
157,8.31027
158,15.324302
159,15.368769
160,37.70597
161,37.451434
162,20.675655
163,37.438013
164,35.849062
165,36.475715
166,37.873841
167,20.16943
168,23.531875
169,23.132271
170,36.417834
171,23.644797
172,14.169726
173,22.658109
174,22.150954
175,17.724985
176,24.696827
177,38.324371
178,21.283622
179,32.247046
180,28.263361
181,36.896363
182,29.067534
183,30.850584
184,22.124425
185,40.40229
186,23.857902
187,22.923809
188,23.820674
189,44.241187
190,25.996754
191,26.793152
192,42.710042
193,37.904229
194,39.76888
195,36.077636
196,36.497335
197,25.364199
198,45.088102
199,36.66653
200,36.54265
201,26.984935
202,38.418293
203,17.621515
204,18.507984
205,21.928989
206,33.043458
207,34.195355
208,29.911597
209,30.002356
210,18.396398
211,18.239591
212,30.422381
213,35.188413
214,23.582721
215,27.233255
216,19.938944
217,41.994384
218,27.199707
219,37.685115
220,28.933004
221,25.794711
222,23.928342
223,21.282104
224,37.014865
225,24.180158
226,30.3841
227,32.89233
228,37.484596
229,28.693026
230,31.712401
231,25.179138
232,25.499828
233,22.587491
234,19.824886
235,24.844587
236,27.54752
237,23.87654
238,18.104192
239,41.228631
240,40.431821
241,24.443812
242,26.258773
243,22.42902
244,21.998462
245,26.306877
246,30.315698
247,25.463779
248,21.126362
249,21.517919
250,22.46768
251,28.725333
252,24.01661
253,19.230824
254,21.790645
255,41.308385
256,29.642385
257,27.777705
258,44.121804
259,35.180983
260,35.97746
261,20.919528
262,25.451925
263,23.806047
264,39.480458
265,25.778017
266,35.035778
267,40.274575
268,25.508285
269,19.702259
270,20.02485
271,20.816641
272,36.101758
273,21.65288
274,41.52296
275,28.758098
276,23.168224
277,23.754997
278,21.61968
279,26.940862
280,22.227097
281,30.333072
282,21.843869
283,20.589845
284,18.867135
285,25.124601
286,21.920966
287,24.027149
288,39.814206
289,29.897402
290,38.581157
291,33.928504
292,43.267078
293,40.985629
294,39.297836
295,32.441446
296,43.351417
297,28.843878
298,36.670535
299,30.542808
300,42.876305
301,42.90226
302,40.098944
303,38.77605
304,28.454026
305,13.889998
306,14.847022
307,15.435235
308,15.327587
309,15.564535
310,15.071061
311,15.516166
312,15.569305
313,15.866326
314,15.239423
315,15.7731
316,14.604592
317,10.885825
318,11.497338
319,14.16182
320,9.38897
321,13.056686
322,16.966988
323,15.46335
324,14.54756
325,9.680848
326,15.863223
327,11.236943
328,15.528786
329,15.620953
330,16.672419
331,14.699056
332,6.595974
333,18.90193
334,9.361888
335,9.061474
336,11.035785
337,10.602296
338,11.167141
339,12.574975
340,19.156757
341,11.00382
342,14.692497
343,12.798937
344,6.209078
345,12.990481
346,19.079295
347,9.746021
348,10.343439
349,14.096565
350,17.227371
351,14.431736
352,13.199037
353,17.367347
354,12.165971
355,21.062494
356,21.267388
357,17.06401
358,10.116494
359,10.339159
360,17.031083
361,19.660381
362,20.363122
363,22.826073
364,20.511736
365,9.631456
366,9.216359
367,14.368381
368,9.756273
369,13.576387
370,9.648785
371,24.067633
372,13.175425
373,23.491856
374,24.979782
375,10.421796
376,12.74111
377,15.543177
378,13.531217
379,10.517581
380,11.4057
381,16.514347
382,14.558997
383,12.909566
384,15.871269
385,15.628011
386,8.152989
387,22.485054
388,14.336161
389,19.984697
390,7.933209
391,8.048543
392,8.004168
393,9.946204
394,10.322046
395,10.510899
396,10.059338
397,6.210704
398,7.821229
399,6.97738
400,6.386838
401,3.983672
402,3.262597
403,7.762742
404,29.741231
405,8.874189
406,4.640594
407,11.687633
408,13.926328
409,8.196235
410,7.312528
411,15.73388
412,16.782914
413,29.692671
414,29.659426
415,16.6891
416,21.119358
417,19.99005
418,17.498407
419,18.988519
420,18.998167
421,23.223334
422,3.718401
423,5.032403
424,5.657462
425,3.481875
426,-8.328842
427,-10.163512
428,-7.823466
429,-8.549661
430,-7.054283
431,-7.004991
432,-8.54587
433,16.859137
434,13.837653
435,12.371217
436,19.779549
437,10.749985
438,14.033132
439,20.582995
440,13.302642
441,17.696255
442,20.789542
443,24.569437
444,10.977283
445,19.087447
446,11.475395
447,18.662443
448,25.755742
449,17.627649
450,25.234095
451,13.923772
452,12.918552
453,18.04877
454,26.329679
455,27.197919
456,26.576769
457,24.252991
458,17.589348
459,27.02134
460,24.923803
461,27.374948
462,19.329147
463,26.665767
464,23.434701
465,26.482908
466,20.513064
467,18.93103
468,23.336934
469,29.699899
470,20.363018
471,17.750398
472,28.973716
473,29.835098
474,33.473567
475,18.057062
476,32.67888
477,29.04478
478,34.337545
479,33.766911
480,24.866215
481,27.386544
482,26.945648
483,33.93034
484,29.371794
485,33.545918
486,32.837536
487,27.747951
488,34.921915
489,37.615337
490,30.469209
491,34.193811
492,22.462586
493,33.373018
494,32.864323
495,28.14212
496,33.349043
497,29.793013
498,32.536601
499,33.195468
500,32.41331
501,22.342221
502,32.353444
503,21.546572
504,20.718357
505,21.098602
506,16.596022
507,18.164375
508,17.661147
509,14.539459
510,12.530378
511,9.320222
512,24.801558
513,30.263504
514,26.975102
515,28.8647
516,25.30931
517,29.41613
518,-0.571451
519,3.023109
520,8.977908
521,50.095773
522,25.972936
523,26.761053
524,30.811786
525,28.288985
