Id,reference
0,28.06765
1,20.811455
2,22.580157
3,19.403339
4,5.822973
5,4.664504
6,1.038393
7,3.869355
8,13.925629
9,15.945657
10,7.877735
11,3.673208
12,2.655024
13,13.70207
14,13.724994
15,3.966389
16,5.07922
17,8.690597
18,5.57631
19,10.33982
20,5.469415
21,8.486381
22,1.944049
23,10.265709
24,7.819359
25,21.369441
26,11.236341
27,14.652471
28,1.722482
29,12.156274
30,13.369052
31,14.336339
32,13.194663
33,2.23388
34,15.396273
35,12.080915
36,14.315013
37,14.510614
38,29.354362
39,29.55266
40,30.765005
41,30.857536
42,20.620837
43,30.127299
44,14.038776
45,29.46612
46,18.165569
47,19.564077
48,30.85638
49,22.15471
50,30.674891
51,34.749241
52,31.791469
53,36.128868
54,34.818457
55,19.809164
56,36.401157
57,34.895034
58,18.539185
59,31.784886
60,34.811481
61,36.61131
62,21.583137
63,20.987213
64,21.251984
65,30.152475
66,14.936994
67,21.041396
68,14.102457
69,14.567385
70,21.443979
71,13.661919
72,15.677215
73,30.94843
74,30.421082
75,13.8819
76,13.668154
77,16.746124
78,19.830446
79,20.1545
80,17.648999
81,14.776532
82,22.790277
83,29.509248
84,20.870866
85,24.103746
86,21.849341
87,20.936964
88,24.525731
89,23.69822
90,20.713033
91,24.267517
92,19.485668
93,30.114405
94,34.352046
95,22.536419
96,30.9868
97,18.310182
98,35.641885
99,16.52829
100,17.462011
101,36.053912
102,22.676862
103,21.692327
104,21.481632
105,21.002983
106,20.652032
107,15.896673
108,20.623814
109,17.912923
110,36.624474
111,20.565704
112,15.42873
113,20.463664
114,21.065934
115,21.211371
116,13.65403
117,19.324219
118,17.97907
119,19.260021
120,33.205343
121,19.057509
122,20.005311
123,24.352836
124,20.839861
125,23.809322
126,21.684829
127,13.124326
128,24.351893
129,21.351657
130,15.261272
131,14.417766
132,19.65625
133,30.094042
134,25.825928
135,19.004183
136,20.758967
137,17.435509
138,13.501585
139,23.191291
140,22.43842
141,28.265304
142,14.961046
143,14.469383
144,25.757607
145,13.527957
146,12.406397
147,21.823038
148,13.141587
149,13.814182
150,25.43037
151,32.685576
152,26.835463
153,15.485014
154,28.38732
155,36.888699
156,12.65964
157,11.667634
158,16.806374
159,16.285036
160,39.627386
161,38.083116
162,24.448592
163,38.695528
164,36.981037
165,38.883283
166,39.977258
167,22.946352
168,25.541592
169,23.059177
170,38.989251
171,23.816659
172,17.760542
173,23.150269
174,22.677756
175,18.958113
176,24.704383
177,37.777059
178,25.109396
179,35.442814
180,27.492955
181,36.692537
182,27.813703
183,34.596427
184,25.169185
185,39.021107
186,26.272297
187,25.892019
188,26.403727
189,41.407274
190,28.030569
191,28.918899
192,40.219477
193,37.485156
194,39.587573
195,35.395718
196,36.092512
197,29.027102
198,45.157153
199,39.834846
200,39.573032
201,29.527726
202,40.109281
203,21.126339
204,20.801196
205,25.502685
206,30.727607
207,31.782068
208,31.006355
209,30.974519
210,21.43893
211,20.925196
212,28.847967
213,33.423437
214,23.531994
215,26.295271
216,20.361221
217,42.57335
218,30.089524
219,41.553782
220,33.030243
221,29.892686
222,26.577583
223,24.580978
224,40.53288
225,26.59025
226,28.570637
227,32.193732
228,41.492526
229,30.474851
230,29.775407
231,24.917614
232,27.006793
233,22.905677
234,21.788391
235,27.39595
236,26.808256
237,26.905839
238,19.827131
239,38.665343
240,40.576653
241,24.085343
242,28.015022
243,25.086275
244,23.745919
245,29.462202
246,31.66917
247,27.411947
248,23.535728
249,22.956962
250,23.02745
251,30.804036
252,26.042546
253,20.593048
254,23.15769
255,40.729644
256,32.520158
257,28.297165
258,41.856805
259,38.434881
260,39.288636
261,22.254709
262,25.41837
263,24.498847
264,41.367511
265,26.03564
266,38.449911
267,41.917442
268,25.410794
269,21.664933
270,20.75568
271,23.04331
272,39.132433
273,23.933369
274,41.960179
275,33.299689
276,26.304027
277,26.739125
278,23.912446
279,26.790762
280,24.88941
281,34.639994
282,24.856966
283,23.217085
284,20.902565
285,26.158461
286,22.281676
287,26.003593
288,39.268215
289,33.973407
290,37.852241
291,36.259502
292,43.707802
293,39.900645
